Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1783918142,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1783918143,2,,Aggregated,0.000000,0.000000,180,180,200,200,200,200,200,200,200,200,200,3,0,180,134.88323333270577,23.566199999550008,204.35929999985092,129.66666666666666
1783918144,3,,Aggregated,0.000000,0.000000,180,180,200,200,220,220,220,220,220,220,220,6,0,180,137.6526666663267,14.653700000053504,223.46289999950386,129.66666666666666
1783918145,4,,Aggregated,0.000000,0.000000,180,180,200,210,220,220,220,220,220,220,220,10,0,180,123.8278699996954,3.1328000004577916,223.46289999950386,127.2
1783918146,5,,Aggregated,3.000000,0.000000,180,180,190,200,210,220,220,220,220,220,220,13,0,180,124.99906153817182,3.1328000004577916,223.46289999950386,127.76923076923077
1783918147,6,,Aggregated,3.000000,0.000000,180,180,200,200,220,220,220,220,220,220,220,16,0,170,127.31099374980204,3.1328000004577916,223.46289999950386,128.125
1783918148,7,,Aggregated,3.333333,0.000000,170,180,200,200,220,220,220,220,220,220,220,19,0,170,127.81077368412011,3.1328000004577916,223.46289999950386,128.3684210526316
1783918149,8,,Aggregated,3.250000,0.000000,180,190,200,210,220,740,740,740,740,740,740,20,0,170,158.25943499994537,3.1328000004577916,736.7840000006254,127.2
1783918150,9,,Aggregated,3.200000,0.000000,180,200,210,220,730,740,770,770,770,770,770,23,0,180,204.96878695651148,3.1328000004577916,770.5364000012196,127.52173913043478
1783918151,10,,Aggregated,3.166667,0.000000,180,200,220,220,760,770,790,790,790,790,790,27,0,180,234.17719259257998,3.1328000004577916,788.3037999999942,126.92592592592592
1783918152,10,,Aggregated,2.857143,0.000000,180,200,220,740,770,770,790,790,790,790,790,30,0,180,263.20520999997825,3.1328000004577916,788.3037999999942,127.2
1783918153,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918154,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918155,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918156,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918157,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918158,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918159,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918160,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918161,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918162,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918163,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918164,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918165,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918166,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918167,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
1783918168,10,,Aggregated,2.875000,0.000000,180,210,730,740,760,770,790,790,790,790,790,32,0,180,271.1465531249928,3.1328000004577916,788.3037999999942,128.125
